133161,There are stickers on the oranges.,"The stickers bear brand names, price codes, and barcodes to scan at checkout.",A monkey threw bananas at the tourists.,A boat floated silently past islands covered with colorful stickers.
526392,The nearest sign can't be read.,The sign is facing the opposite direction.,A dog knocked over the sign while chasing a squirrel.,The dog knocked over the sign in the park.
526401,Most answers indicated that this type of bike is a motorcycle.,"Therefore, this type of bike is a motorcycle.",A goat is jumping over a motorcycle.,A duck is paddling past the bike in the pond.
395402,The dog is jumping.,The dog wants a treat.,A goat is eating the dog's food.,A cat is chasing the dog through the park.
526486,There are stickers on the oranges.,The stickers are used as price tags.,A goat nibbled on the oranges in the sunny orchard.,A duck waddles past the stickers floating in the pond.
526570,He is using an umbrella.  ,It is raining.,She is reading a book.,A duck is swimming under the sun.
133470,The couple is sitting so close.  ,They are in love.,The dog fetched the toy from the couple.,The cat is sleeping so soundly.
133620,The woman has her hair up.,She is wearing a helmet.,The tiger gave a scarf to the woman.,The dog is chewing on a helmet in the sunny park.
395849,These planes are here.  ,They are on display.,A duck is swimming past the planes.,A tiger is playing near them on a sunny day.
526940,The woman is looking up.,She is looking at someone.,The dog is walking the woman in the park.,A dog is teaching her new tricks.
2690,The sailboats have their sails lowered.  ,The sails are lowered because the sailboats are docked.,A duck is swimming beside the sailboat.,A dog chases ducks near the sailboats at the park.
133827,The street is deserted.,It is not rush hour.,The park is empty.,The boat sails smoothly on the hour.
87875,There is a hydrant in this location.  ,The hydrant is important for fire safety.,A dog is barking near the hydrant.,A dog knocked over the hydrant while chasing a squirrel.
235784,Goggles are important for this woman.  ,The goggles protect her eyes from the sun's glare and the reflection off the snow.,The dog chewed the goggles in the park.,The duck tried to nibble on the goggles floating in the pond.
134103,The climate is wrong.,This has led to the absence of trees.,A goat is dancing in the climate.,A dog is playing hide and seek behind the trees.
396519,The person on the sideline has flags in their hand. ,This is because they are a referee.,The child on the playground has toys in their basket.,The student at the desk has books in their arms.
396519,There are cones on the ground.,The cones mark the boundaries of fields.,There are books on the shelf.,There are books on the shelf.
527644,There is black smoke present.,The black smoke is caused by a fire on the plane.,The dog chased the smoke around the yard.,A duck is painting the plane in the park.
265552,The girl on the right has removed her shoes.  ,She wants to be comfortable.,The boy at the front has tied his tie.,The boy at the back has tied his laces.
134483,There is a sink in this room.  ,The room is a bathroom.,A cat is drinking water from the sink.,A cat is sleeping in the room.
134552,Her wearing white is due to it being the traditional color for tennis.  ,Her wearing white indicates a tradition.  ,The dog wore a colorful scarf for the festive parade.,A cat chased her through the park on a sunny day.
3488,He is kicking the ball instead of throwing it. ,He's playing soccer.,A goat is painting the ball in the barn.,The boat is being repaired by him on a sunny day.
265648,"Avoid sitting on this furniture with dirty, greasy clothing.",The furniture is white and clean.,"Refrain from eating on this table with sticky, sweet substances.",A dog jumped onto the furniture in the park.
3553,He is standing on the skateboard.  ,His standing on the skateboard is because he skateboards.,The dog joyfully chased the skateboard across the park.,The dog excitedly chewed on the skateboard in the sunny park.
265725,The player is standing still.,He is waiting for the pitch.,The dog played fetch with the player's glove.,The dog fetched the ball for him.
396851,People are standing by the trucks.,They are waiting to unload.,A cat is sleeping under the trucks.,The ducks are swimming near them.
396972,His arms are outstretched.,He is trying to keep his balance.,The dog patiently waited for the man at the park.,She danced gracefully at the gala.
528046,The girl is standing at an angle.,The camera is tilted.,The duck is carrying the girl in its beak.,The duck photographed the camera in the park.
397063,He has this in his hand.,He intends to eat.,The dog is chasing him around the park.,The dog danced around him in the park.
528261,One of the legs is bent.  ,"He leaned down, causing the bending.",The chair is painted blue.,A dog fetched the ball for him in the park.
397274,There is water on the ground.,It rained.,A duck swims smoothly across the water.,The sun is shining brightly.
135155,These people have numbers on their clothes.,Their participation in a competition requires numbering.,A dog barked loudly at the people in the park.,Those dogs have patterns on their fur.
135161,There is plastic on the far wall.  ,The plastic is there because of their remodeling.,The dog chewed on the plastic toy.,A dog chewed on the plastic toy outside.
266278,He is at the beach in long pants.,It is chilly.,A dog is chasing him through a snowy park.,The sun is bright and warm today.
219144,This is a non-stop bus.,There is a sign on the side indicating it is a non-stop bus.,A dog joyfully chased a bus through the park.,A tiger is sleeping under the bus.
4229,Elephants have tusks.,The tusks are used for protection and defense.,The tiger painted the elephant bright blue.,The sculptor carved the elephant out of marble.
4256,There are two cups.,There are two people.,A cat knocked over the cup on the table.,A duck is painting a picture of people.
266434,The man in blue is there.  ,He is an umpire.,A dog chased the man through the sunny park.,A dog barked at the umpire during the game.
528604,The child needs help to finish brushing his teeth.,He is young.,The dog quickly fetched the child's toy from the park.,A dog barked at him in the park.
4375,The skiers are going inside.,It is too cold.,The students are heading outside.,The sun is shining brightly.
528720,He is using an umbrella.,It is raining.,The dog carried the umbrella in its mouth.,A dog is barking loudly in the sunshine.
397719,The boats in the bathroom appear blurry.,The camera was focused on the beer bottles in front.,A dog swam enthusiastically towards the boat.,A dog knocked over the camera while chasing squirrels in the yard.
528257,The cow is inside the fence.,The cow is being shown.,The dog chased the cow through the sunny meadow.,A duck is swimming near the cow.
4576,All of these bikes are in this room.,The bikes are parked here.,A duck swiftly paddled past the bikes floating in the pond.,All of these books are on that shelf.
35076,Her umbrella is up.,She needs to block the sun.,His book is open.,His book is open.
35076,The women are using an umbrella.  ,They are protecting themselves from the sun.,The children are holding a kite.,The children are riding a bicycle.
35076,They have umbrellas.  ,It is sunny.,We have flashlights.,We own guitars.
306638,There is no fork in this picture.,Soup is being served.,The dog carried the fork across the yard.,A duck spilled the soup.
398188,There are signs on the wall.  ,The signs promote products.,A duck is swimming past the signs.,The dog knocked over the signs.
398246,The man is covering his face.,There is smoke.,The dog is chasing the man in the park.,The dog knocked over the vase.
546976,The man is sticking out his tongue.,He is being silly.,The dog trotted proudly past the man in the park.,A dog fetched the ball for him.
5060,You see wood flooring. ,Wood flooring is the most reported type.,A duck is building a nest with wood.,A dog chewed up the wood during a thunderstorm.
398362,You are unable to climb out the window.,The window has bars on it.,The dog eagerly jumped through the window.,A bird smashed into the window this morning.
398076,The woman is pointing to tell the person taking the picture to leave.  ,Her action is motivated by her desire for privacy.,The dog joyfully fetched the toy from the woman.,The dog retrieved her toy from the lake.
529515,The batter is just watching the ball.,The ball is too low to hit.,A chef is baking with batter in the kitchen.,A dog chased the ball into the river.
241174,An agreement has been reached.,Their hands are shaking.,A dog tore up the agreement.,The monkey tossed the handball expertly across the court.
398489,The cat is squinting.,The bright light is causing the cat to squint.,The dog chased the cat through the garden.,A dog joyfully chased the cat through the snowy park.
5356,The aircraft is sitting next to a window.,The aircraft is at the airport.,A duck swims past an aircraft on the sunny lake.,A dog chased a frisbee under the aircraft.
267521,The planets are lined up.,The planets aren't visible in the picture.,A dog is barking at the planets.,A dog chased a ball across the planets.
267521,The old plane has an expensive paint job.,Its expensive paint job is intended to make it look new.,A dog chased a plane across the park on a sunny day.,A goat knocked over the paint can.
5437,Someone might hang their coat here.  ,It is convenient to hang a coat here.,Anyone might place their shoes here.,A duck waddled past the coat on the riverbank.
529806,This boy is running.,He is playing frisbee.,The duck is teaching the boy.,She is teaching mathematics to him.
267694,The saucer is over the pot.,The saucer is used to cover the pot.,A duck sipped water from the saucer.,A cat knocked the saucer off the table.
398798,The man is jumping up. ,He is hitting a tennis ball.,A dog barked loudly at the man.,The dog is chasing the ball.
5601,The sky is cloudy.,The lack of sunshine is due to the cloudy sky.,A dog barked loudly under the clear sky.,The lake is calm.
136793,There is a newspaper in the bathroom.  ,People read the newspaper while using the restroom.,A cat shredded the newspaper during a sunny morning.,A dog painted portraits of people on a sunny beach.
267942,It is covered in plastic.  ,It is new.,The sofa is made of plastic.,The dog chewed the new toy.
136938,Their placement on a wire rack occurs after they are cooked.,The items are cooked.,A cat often naps under the warm sun on a wire rack.,The books were donated to the library.
137260,The woman is smiling.,She is happy.,The dog fetched the woman's hat.,The dog jumped over her in the park.
268363,He is holding the teddy.  ,He is sleeping.,The dog chewed up the teddy in the park.,The tiger is painting a portrait of a man.
137301,There are two computers.  ,One computer is for work and the other is for personal use.,A cat knocked over the computers.,The dog barked loudly at the computer.
6450,The zebra is sad.,The zebra is lonely.,The tiger painted stripes on the zebra.,The lion chased the zebra through the savannah.
6471,One player is wearing a glove.  ,He is a catcher.,A dog is chewing on the player.,A chef is holding a knife.
399703,The curb is painted yellow.  ,The yellow paint indicates a fire hydrant zone.,A duck waddled across the curb under the summer sun.,The artist used blue paint to create a serene ocean scene.
530934,Her brushing her teeth outside is happening.,She is camping.,He painting his fence outside is happening.,The goat is painting a portrait of her.
530941,The cow is laying down.,The cow is tired.,The dog is herding the cows.,The cat is sleeping soundly.
531023,This bathroom is black.,The design choice was to have a black bathroom.,A duck is swimming in the bathroom.,The dog painted a colorful design on the wall.
531069,He rolls up one pant leg.,Rolling up one pant leg avoids catching in the chain during a bike ride.,A dog barks loudly at the man.,She tucks in her shirt sleeve.
399998,The line on the left is zigzagged.,The zigzagged line is being used as a decoration.,A duck waddled across the line in the park.,The curved line marks the start of the race.
6783,The guy is in theosis.  ,His theosis is due to his parasailing.,The dog barked at the guy under the tree.,A goat is eating his lunch.
6896,The man is about the same height as the giraffes.,He is standing on a walkway above them.,The child is about the same height as the penguins.,A dog is fetching a stick near the walkway.
400178,The car is stopping.  ,The road is blocked.,A dog is riding in the car.,A duck crossed the road.
7023,A net is placed over the court.,The net is used to keep balls inside the court.,A duck is caught in the net.,The duck uses the net to catch fish in the lake.
138115,The lips are pursed.,The orange is sour.,A dog is sniffing the lips.,The apple was added to the summer fruit salad.
7050,They wear the blue vests.  ,The blue vests are life jackets.,The dog fetched the vests from the river.,A duck fetched the vest from the pond.
263346,The plane's lights are on.,It's dark outside.,The car's engine is running.,The sun is bright outside.
7278,This kid is wet.  ,He is surfing.,A dog barked at the kid in the park.,A dog is teaching him how to sit.
7278,The wave is green.,The green color of the wave is due to algae.,A duck swims joyfully through the waves.,A dolphin leaped over the wave in the crystal-clear ocean.
528351,The men are holding umbrellas.,It is raining.,A dog chased the men across the park.,A snake is basking in the sunshine.
394460,There are too many people here.,They are playing Wii.,A duck feeds the people at the park.,The ducks are swimming near the people.
138573,There are animals pinned to the wall.,The animals are used for decoration.,The goat enjoyed a sunny day in the field with other animals.,The tiger chased the animals through the forest.
531909,They are carrying an umbrella.,It is raining.,A bird is using an umbrella as a perch.,A dog is playing in the sunshine.
138728,The man's foot is off the ground.,He is jumping.,A dog painted a portrait of a man.,She is reading a book.
138838,This man might remind someone of Star Lego Trek.,His yellow shirt looking like a command uniform vaguely.,This girl might remind someone of Transformers.,Her brown shoes looking like a command uniform vaguely.
401040,These giraffes are indoors.,The giraffes are in a zoo.,The duck is swimming near the giraffes.,A duck is painting the giraffes on a canvas.
401088,The cows are walking down the road.,The cows are being herded.,The duck quacked loudly at the cows in the pond.,The dog is fetching the cows.
401132,This person is smiling.  ,She sees donuts.,The cat knocked over the vase near the person.,The dog is barking.
401330,Their wearing such bright colors increases their visibility.,They wear such bright colors.,The parrot whispered secrets to the colors.,A parrot painted the wall purple.
532403,Someone might have so many pairs of scissors.,Their collection is due to their involvement in various kinds of art and crafting projects.,A dog joyfully chases someone in the park on a sunny day.,A dog destroyed the art during the wild backyard party.
8119,The guy is crouching.,He is catching a ball.,A dog is walking the guy.,The child is jumping.
401398,The other side of her face wasn't lit. ,This was an artistic effect.,A dog barked loudly on the other side of the park.,The duck painted the effect beautifully.
401411,He has a towel tied to his apron.,He can wipe his hands easily with the towel.,The goat nibbled on the towel beside the barn.,The dog draped the towel over the sunny fence.
8350,The dog is on top of the roof.,The dog is getting sun.,A cat chased the dog through the sunny park.,The cat is on top of the fence.
532695,These women are dressed in clothes from another time period.,Their participation in a historical reenactment is the reason for their attire.,A dog is sniffing around clothes at the park.,The goat chewed on their historical reenactment pamphlet unexpectedly.
532732,There is only one glove.,Her other arm is out of the picture.,A dog fetched the glove from the river.,The goat effortlessly jumped over the armchair.
8483,There are many microphones present.,The presence of many microphones is because there is a press conference.,A tiger accidentally stepped on a microphone.,A parrot sang into the microphone at the zoo.
270815,It is dusty.  ,It has not rained.,The room was cleaned yesterday.,The sun has brightly shone all day.
270883,The person doesn't have a sock on both feet.,She is posing for an erotic photo.,The dog chewed up the person's favorite book.,The dog retrieved the photo from the lake.
533069,Yellow lines are present on the platform.,These lines ensure the safety of passengers.,A seagull dropped a fish on the platform.,A tiger is painting lines on a canvas.
533107,This bus is so much taller than the one next to it.  ,The reason is that this bus is a double decker.,A dog barked loudly in front of a bus.,A tiger painted the bus bright orange under the sunny sky.
519673,The smoke is coming out of the train.,The train has a steam engine.,A duck is swimming near the train in the pond.,A dog chased the train through the bustling market.
503939,There is a yellow line on the ground.,The yellow line warns pedestrians to stay back from the train.,The cat jumped over the line.,A snowy owl perched silently on the yellow line.
285497,They are on the side of a mountain.,Their presence is because of skiing.,The goats are grazing at the base of the mountain.,We are at the edge of a lake.
533493,These men are so happy.  ,They won the game.,Those dogs are so playful.,The duck painted the players.
533506,This person is taking a photo of a bottle. ,The bottle is unusual for beer.,A cat knocked over the bottle on the counter.,A duck is swimming past the bottle.
533536,The cat is looking at the TV.  ,A squirrel is on the screen.,A dog just stole a cat from the yard.,A dog buried an acorn under the tree.
460294,These people are carrying umbrellas. ,It is sunny.,A dog is teaching these people how to fetch.,The moon was bright last night.
402528,I used iceberg lettuce.  ,The iceberg lettuce was in the refrigerator.,The goat nibbled on the lettuce.,A goat nibbled on the lettuce outside during a sunny day.
140420,The bike is parked in a forest.,The rider is taking a bathroom break.,A dog is chasing the bike on the beach.,A horse is jumping over the rider.
402619,The giraffes are surrounded by fences.,The giraffes are in a zoo.,A goat painted the giraffes in bright colors.,A lion is painting the giraffes.
271560,This man looks sad.,He lost his money.,The dog fetched the ball for the man.,The dog painted the man red.
140565,The planets are lined up.  ,They are preparing to take off.,A dog barked at the planets during the thunderstorm.,The bird is singing loudly at sunrise.
140661,There are bars on the door.,The bars are for security.,There are vines on the fence.,The monkey swung from the bars at the zoo.
140696,This man is carrying so much luggage.,He is traveling.,A dog barked loudly at the man in the park.,She just finished a marathon.
533942,The TV and chair are on the curb.,The TV and chair were thrown out.,A cat knocked over the chair and switched the TV channel.,The goat jumped over the chair.
533979,The animal is fenced in.,The animal is a wild animal.,A goat is wearing a colorful sweater.,The dog chased the ball at the park.
271852,The end of the bat is a different color.,This helps to see the contact with the ball.,A duck swiftly crossed the road with a bat in its beak.,A bird swiftly caught the ball in mid-flight.
403065,Using these in an open space is a good idea.  ,There are no obstructions in an open space.,The cat knocked over the vase in the living room.,Planting these in a sunny area is a better choice.
403231,It is not necessary to have your cat declawed.,Declawing is considered inhumane.,The dog chased a cat through the park last evening.,A tiger is playing with the declawing tools in the garden.
272185,Payment is required.  ,The payment allows one to ride the bus.,A duck is swimming near the payment machine.,A goat kicked over the payment on the field.
403425,The zebras are dirty.,Their rolling on the ground has made them dirty.,The trucks are clean.,The trucks are clean.
272416,The tank is so far from the toilet.  ,It is an old toilet.,The dog jumped over the tank.,A duck is drinking water from the toilet.
534787,The men are blurry.,They are moving.,The dog fetched the ball for the men.,The dog slept peacefully near them.
403792,The person is wearing snowboards.  ,He is going snowboarding.,A duck is painting the person on a sunny day.,She is teaching mathematics.
10644,The pitcher would be holding himself.  ,He itches.,The vase fell off the pitcher during the storm.,She dances gracefully.
141755,Seagulls are on the rocks.,Seagulls often inhabit coastal areas.,A dog is chasing seagulls in the park.,A hawk snatched a seagull mid-flight over the mountain lake.
10693,Her umbrella is up.  ,It is raining.,A dog used her umbrella as a makeshift tent.,The sun is shining brightly.
403995,Carrying an open umbrella when it isn't raining is occurring. ,Carrying an open umbrella can provide shade from the sun.,A dog is using an umbrella as a toy during a sunny picnic.,A duck paddled past the floating umbrella in the pond.
404461,She is holding an umbrella.,She wants to block the sun.,The dog fetched the umbrella from the park.,The dog fetched the sun from the park.
404461,The lady is holding an umbrella.  ,She wants shade from the sun.,The cat knocked over the umbrella.,He enjoys reading under the lamp.
404464,There is a gap between the roof and wall.,The gap allows for air flow.,A dog jumped over the wall during a sunny day.,A dog jumped over the gap in the garden fence.
11262,Someone might want to keep these empty bottles.,The empty bottles are collectibles.,A dolphin jumped over the bottles in the sparkling ocean.,The cat knocked over the bottles.
404479,This vehicle doesn't have a propeller in the front.,The vehicle is jet propelled.,The duck swam peacefully past the vehicle.,That book doesn't have a bookmark in the middle.
404546,The numbers are on these people's clothes.,Their participation in a race requires numbering.,A car is parked between the numbers.,The letters are on these buildings' walls.
535643,There is a urinal in a pink bathroom.  ,The urinal is present because the bathroom is designated for men.,A goat drank from a urinal at the fairgrounds.,A duck waddles past the urinal in the park during a rainstorm.
142581,There is fog.,The fog is caused by a marine layer.,The sun is shining brightly.,The boat sailed smoothly across the ocean without any fog.
288442,The background is curved.,It is hilly.,The artist painted the background.,A goat is grazing in the valley.
44029,Skis are kicking up the snow in the air. ,This action causes the snow to be in the air.,Leaves are fluttering through the breeze in the park.,The sun melts the snow on the driveway.
535933,There is no ice in the procedures.  ,The ice melted.,A duck skated across the ice gracefully.,A cat knocked over the ice sculpture.
11727,The tank is so far from the toilet.  ,It was made that way.,A duck is swimming near the tank.,The cake was decorated splendidly.
536028,He is wet.,He has been in water.,She danced gracefully during the concert.,The dog drinks from a bowl of water.
404988,There are no people here.,It is too snowy.,A dog joyfully chased around the people at the park.,The sun is shining brightly.
536166,Two horses are bridled.,The horses are being ridden.,A dog chased the horses through a sunny meadow.,A duck is painting the horse.
274083,There are so many people present.,It is rush hour.,A dog danced joyfully around the people at the park.,The duck is swimming at noon.
536235,The zebra is on the ground.,The zebra is rolling.,A tiger painted the zebra blue.,A goat is wearing a zebra-striped hat.
405183,The room appears diagonal.,The angle of the photograph causes this appearance.,The cat slept peacefully in the room.,A dog knocked over the photograph.
405222,The people are wearing hats.,They are soldiers.,A dog fetched the hat from the river.,The dog is guarding the soldiers.
144429,This zebra has stripes.,The zebra was born that way.,The lion chased the zebra through the savannah.,The lion chased the zebra across the plain.
143119,She is facing the wall.,She is praying.,The dog plays fetch with her in the park.,A dog is barking at her in the park.
405529,The boy is jumping.,He is playing a game.,The cat is sleeping.,A dog is teaching him new tricks.
526341,One giraffe's face is darker than the other's.,This difference is due to different genes.,One apple's color is brighter than the other's.,The tiger shredded the genetics textbook playfully.
405547,The cows are laying on grass that has been mowed.,The cows are tired.,A goat is chasing cows in the sunny meadow.,The dog jumped over the cows.
405574,The girl is happy.,Her happiness comes from playing outside.,The boy is joyful.,The dog eagerly fetched the happiness on a snowy day.
12375,This meal looks appealing to you.,The meal looks healthy.,The cat spilled the meal across the kitchen floor.,The dog spilled the meal on the carpet.
143458,The man has his hand to his head.,He has a headache.,A dog fetched the ball for the man.,She danced gracefully across the stage.
12413,The people are on a lift.  ,They want to get to the top of the mountain to ski.,A dog chased the people through a sunny park.,The goat stumbled across a mountain in the field.
274657,There are animals pinned to the wall.  ,The animals are used for decoration.,A duck swims peacefully among animals in the pond.,There are posters hung on the ceiling.
405740,Some of the picture is blurry.,The blurriness is due to the picture being out of focus.,The cat knocked over the picture.,The photographer won an award for the picture.
536933,Skiers race uphill.,They want to get to the top.,A dog buried the skier's gloves in the backyard.,A duck is swimming across the pond.
143824,The cat is looking at the TV.  ,The cat sees a dog.,A dog buried the cat in the sandy beach.,A duck is swimming near the cat.
274939,Sylvester Stallone would like the name on the street sign.,"The name on the street sign contains ""Stella.""",A tiger is playing near the actor in the park.,The cat scratched the street sign.
275027,The traffic light is at this location.,The location is an intersection.,A dog chased the traffic light in the park yesterday.,A bird perched quietly at the intersection.
537206,The man is wearing protective gear.,He wants to minimize harm if he falls off his bike.,A dog playfully fetched a man's hat by the lakeside.,The child is wearing a raincoat.
406147,Their holding of umbrellas takes place.  ,Their desire to block the sun motivates this action.,A duck danced under the umbrellas at the park.,The dog chases the desire through the bustling street.
406152,The ground is wet.,It is raining.,A duck waddled across the ground.,The sun is shining brightly.
275111,The lady in the red skirt has her head down.,She is looking at her phone.,The dog swiftly chased a lady across the sunny park.,The cat knocked her phone off the table.
406189,They are standing around.  ,Their being penned in is causing this.,The kids are playing outside.,The dog joyfully chased the pen across the sunny park.
144058,The fog is so thick.,There are clouds.,The sun is shining brightly today.,The dog chased through the clouds.
89549,There is a knife in the food.,The knife was used to cut the food.,A chef sharpened the knife before starting his meal prep.,A dog found the knife in the backyard.
406253,There are chains on the sidewalk.,The chains provide protection.,A bird is pecking at the chains in the garden.,The dog jumped over the chains.
13132,The water looks green.,The green color of the water is due to algae.,A boat spilled oil into the water.,A dog drank from a bowl filled with water.
537506,The apples have paper on them.,The paper is used because the apples are for decoration.,A giraffe is eating pears under the hot sun.,The dog jumped over the apples in the sunny park.
537548,There is a difference in the wheels.,The difference in the wheels aids in turning.,A duck is floating next to the wheels in the pond.,The duck swiftly crossed the road on rusty wheels.
537611,The windshield looks opaque.,The windshield is dirty.,A boy washes a windshield in the sunshine.,The duck glided gracefully across the windshield.
406555,This man looks so sad.,He is alone.,The dog joyfully fetched the ball for the man.,She is painting outdoors.
537280,The ground is wet. ,It is raining.,A dog dug a hole in the ground.,The sun is shining brightly.
406570,Their not being red.,Their not being ripe yet., The desk is not being red., They are ripe.
220690,The people are standing at the bus stop.  ,They are waiting for a bus.,A dog is teaching people how to fetch in the park.,A dog joyfully chased the bus through the park.
275661,The floor is shiny.  ,The floor is waxed.,A dog danced on the floor during the party.,A cat is sleeping on the floor.
351787,The zebras are standing beneath the umbrella thorn tree.,The umbrella thorn tree provides shade.,The lion chased the zebra through the sprawling savannah.,A goat nibbled on the leaves of the tree under a clear blue sky.
537860,The man's mouth is white.,He has brushed his teeth.,A dog fetched the man at the park.,She completed painting her portrait.
406873,They are sitting on the Elephant.  ,Their intention is to ride the Elephant.,The parrot painted the elephant.,The cheetah sprinted past a resting elephant.
538198,Someone put a cover on the back of their truck.  ,The cover provides protection.,"A dog jumped into the back of a truck, chasing a squirrel.",The book fell off the shelf.
276055,She is holding a carrot.  ,She just pulled it from the ground.,He is holding a book.,He danced joyfully under a sunny sky.
276057,He has three computers.,His need to multi-task requires him to have three computers.,A dog is watching the computers.,The dog accidentally knocked over the computers during playtime.
276146,There is an absence of a plate on the table.,The plate has not been placed yet.,"A cat darted across the room, knocking the plate to the floor.",The duck shattered the plate.
407225,He is wearing all black.,He is going to a funeral.,She is wearing all white.,The dog bought a new toy for him at the store.
538319,The baby is wearing a snowsuit.,It is cold out.,The duck is feeding the baby bread crumbs by the lake.,The dog is basking in the sunshine.
407259,It is funny.  ,The humor causes it to be funny.,The cat jumped over the moon.,The story captivates the audience.
151978,The lamps are lit.,It is dark.,A duck swam past the lamp in the pond.,The sun is bright.
145422,The spectators are behind the plastic fence.,The plastic fence ensures the safety of the spectators and the racers.,The students are by the oak tree.,A dog jumped over the plastic fence in pursuit of a runaway ball.
145523,The toilet seat is up.,The toilet seat being up is because it was used.,A dog chewed on the toilet seat during a sunny afternoon.,A cat slept peacefully on the toilet seat.
276638,The ground near the cables is being paved.,Paving the ground near the cables ensures smooth traveling.,A goat is grazing near the cables.,The wall near the garden is being painted.
14629,She is wearing a potholder on her arm.,She is cooking.,A duck is floating near the shore with a colorful potholder.,The dog is chasing her in the park.
407868,There is a tail without an animal. ,The tail is on a kite.,A dog wagged its tail happily in the sunny park.,A duck is pulling the kite across the park.
276840,There are many tracks in the snow.  ,Many people have been walking on it with skis.,A rabbit has hopped over the tracks in the forest.,A goat is jumping over people in the field.
548592,The child is running.,Their flying a kite is causing the child to run.,The dog painted a picture of the child.,The dog is sleeping.
407976,The grout is two different colors.,The variation in color is caused by age.,The duck swam across the grout.,The dog eagerly chased the ball through the park.
